HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.content,Input.hour,Input.minute,Input.day,Input.motion,Input.location,Input.last_notification_time,Answer.sentiment,Approve,Reject
3D17ECOUOEESE00LBM8Q4Z8O5XK13Y,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,39PAAFCODNJFMCC7NH37HJFN7JGVT1,1D71CFB21CFB3A,Submitted,Fri Mar 02 22:24:40 PST 2018,Fri Mar 02 22:24:48 PST 2018,Sat Mar 03 22:24:48 PST 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),"It is 9:45 PM on Tuesday. You are running at a gym. You responded to (or clicked on) a notification 10 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",21,45,2,running,gym,10,Dismiss,,
3D1TUISJWIJND092YDPXJ7FAZCFIUF,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,39U1BHVTDMAVA3AO37X1YON4GZNT32,B656AEA26AEA68,Submitted,Fri Mar 02 22:27:16 PST 2018,Fri Mar 02 22:28:06 PST 2018,Sat Mar 03 22:28:06 PST 2018,,,,50,0% (0/0),0% (0/0),0% (0/0),"It is 12:15 PM on Wednesday. You're sitting (or standing) at market. You responded to (or clicked on) a notification 20 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",12,15,3,stationary,market,20,Accept,,
3E24UO25QZ9C7BU40Q4ZNYXG8ZW6OW,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3CPLWGV3MPIJUSUKNKCZG2KYR9C9NZ,E23744C2744CD6,Submitted,Fri Mar 02 22:25:08 PST 2018,Fri Mar 02 22:25:13 PST 2018,Sat Mar 03 22:25:13 PST 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),"It is 2:45 PM on Wednesday. You are not moving (you could be sleeping or sitting some place). You are at home. You responded to (or clicked on) a notification 5 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",14,45,3,walking,home,5,Later,,
3E6L1VR4XW5I1YHB1NL904O2GY56FA,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3D3VGR7TA1YIUOXWZIS6Y9MMSER3R0,61BD99C2D99CB2,Submitted,Fri Mar 02 22:22:09 PST 2018,Fri Mar 02 22:22:37 PST 2018,Sat Mar 03 22:22:37 PST 2018,,,,28,0% (0/0),0% (0/0),0% (0/0),"It is 6:15 PM on Friday. You are biking at a park. You responded to (or clicked on) a notification 10 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",18,15,5,biking,park,10,Accept,,
3E9ZFLPWOYBFU43X3I0K3EEETUWIX7,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3D4CH1LGEBCDK0DY0GZ4QIB1QXQ9GR,B656AEA26AEA68,Submitted,Fri Mar 02 22:28:33 PST 2018,Fri Mar 02 22:28:52 PST 2018,Sat Mar 03 22:28:52 PST 2018,,,,19,0% (0/0),0% (0/0),0% (0/0),"It is 1:15 PM on Friday. You are driving to some place. You responded to (or clicked on) a notification 3 hours and 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",13,15,5,driving,others,210,Later,,
3ECKRY5B1QF4ZZ3C40O50ZUP1UUIZ4,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3D4CH1LGEBCDK0DY0GZ4QIB1QXQG9Y,72AE87E2E87E9B,Submitted,Fri Mar 02 22:23:17 PST 2018,Fri Mar 02 22:23:26 PST 2018,Sat Mar 03 22:23:26 PST 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),"It is 11:45 AM on Saturday. You are walking around your friend's place You responded to (or clicked on) a notification 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",11,45,6,walking,friend-house,45,Accept,,
3F6045TU7D7WI7SWW8OTAITT31I99W,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3DPNQGW4LMYAQ1IG78URXJNWAR964Q,B656AEA26AEA68,Submitted,Fri Mar 02 22:27:12 PST 2018,Fri Mar 02 22:27:41 PST 2018,Sat Mar 03 22:27:41 PST 2018,,,,29,0% (0/0),0% (0/0),0% (0/0),"It is 10:15 AM on Friday. You're sitting (or standing) at home. You responded to (or clicked on) a notification 2 hours and 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",10,15,5,stationary,home,150,Accept,,
3FCO4VKOZ4W9ZKVKPM6VO03YZ8AE7Z,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3EFVCAY5L4SNXXKP3UETNZ86YJP8J5,9C599A9299A9F8,Submitted,Fri Mar 02 22:24:56 PST 2018,Fri Mar 02 22:25:14 PST 2018,Sat Mar 03 22:25:14 PST 2018,,,,18,0% (0/0),0% (0/0),0% (0/0),"It is 9 PM on Saturday. You're sitting (or standing) at your friend's place. You responded to (or clicked on) a notification 3 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",21,0,6,stationary,friend-house,3,Accept,,
3G4VVJO6PZZ1RQRUHUBFMH7OJZCKPW,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3EJJQNKU9SOXOW4VE3H823NWBJ9HRL,9C599A9299A9F8,Submitted,Fri Mar 02 22:26:36 PST 2018,Fri Mar 02 22:26:48 PST 2018,Sat Mar 03 22:26:48 PST 2018,,,,12,0% (0/0),0% (0/0),0% (0/0),"It is 5:30 PM on Thursday. You are walking around a shopping mall You responded to (or clicked on) a notification 1 hour and 15 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",17,30,4,walking,mall,75,Dismiss,,
3GS542CVJV6DHKQKTIBCY2ORH5Z955,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3EJPLAJKENZQTY65S1KHRF05BMC6Z2,9C599A9299A9F8,Submitted,Fri Mar 02 22:27:33 PST 2018,Fri Mar 02 22:27:47 PST 2018,Sat Mar 03 22:27:47 PST 2018,,,,14,0% (0/0),0% (0/0),0% (0/0),"It is 12:45 PM on Tuesday. You are walking around your work You responded to (or clicked on) a notification 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",12,45,2,walking,work,45,Dismiss,,
3GV1I4SEO9841QR7NYO7VHTMDUR6LF,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3EQHHY4HQTBUJDBMXQMNE26Z4175GW,CEA82D8282D8F7,Submitted,Fri Mar 02 22:24:40 PST 2018,Fri Mar 02 22:25:04 PST 2018,Sat Mar 03 22:25:04 PST 2018,,,,24,0% (0/0),0% (0/0),0% (0/0),"It is 10:15 AM on Sunday. You are not moving (you could be sleeping or sitting some place). You are at a market. You responded to (or clicked on) a notification 2 hours ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",10,15,0,walking,market,120,Accept,,
3HKIF5DF6YGBXHF4AEU32ZFG7ED9GN,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3EQHHY4HQTBUJDBMXQMNE26Z417G57,9EF4D6D24D6DDD,Submitted,Fri Mar 02 22:27:54 PST 2018,Fri Mar 02 22:28:07 PST 2018,Sat Mar 03 22:28:07 PST 2018,,,,13,0% (0/0),0% (0/0),0% (0/0),"It is 2:30 PM on Monday. You are walking at the beach. You responded to (or clicked on) a notification 1 hour and 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",14,30,1,walking,beach,105,Accept,,
3HKIF5DF6YGBXHF4AEU32ZFG7EDG9U,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3F6HPJW4JEJYH2IZUCO72YPBEF5W2K,18D70B9270B912,Submitted,Fri Mar 02 22:22:51 PST 2018,Fri Mar 02 22:23:07 PST 2018,Sat Mar 03 22:23:07 PST 2018,,,,16,0% (0/0),0% (0/0),0% (0/0),"It is 12:15 PM on Wednesday. You are not moving (you could be sleeping or sitting some place). You are at your work. You responded to (or clicked on) a notification 35 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",12,15,3,walking,work,35,Accept,,
3HXK2V1N4KY0XXU5P5FOSC72183G22,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3FQ5JJ512M73BODBRH3O6BYE23NNK6,9EF4D6D24D6DDD,Submitted,Fri Mar 02 22:25:51 PST 2018,Fri Mar 02 22:26:26 PST 2018,Sat Mar 03 22:26:26 PST 2018,,,,35,0% (0/0),0% (0/0),0% (0/0),"It is 2:15 PM on Thursday. You're sitting (or standing) at home. You responded to (or clicked on) a notification 10 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",14,15,4,stationary,home,10,Accept,,
3HY86PZXPY1VOYGI06PMNQCLWMAE12,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3GU1KF0O4JK2L6LU1J3NBXKJFOFPBK,5921CC421CC465,Submitted,Fri Mar 02 22:28:36 PST 2018,Fri Mar 02 22:28:42 PST 2018,Sat Mar 03 22:28:42 PST 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),"It is 5:30 PM on Friday. You are walking at the beach. You responded to (or clicked on) a notification 20 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",17,30,5,walking,beach,20,Accept,,
3I6NF2WGIGFSWUDS7OHMQJAELIUG53,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3HHRAGRYX9O1CDUWOZCCVRK3HJH9OE,9C599A9299A9F8,Submitted,Fri Mar 02 22:25:52 PST 2018,Fri Mar 02 22:26:06 PST 2018,Sat Mar 03 22:26:06 PST 2018,,,,14,0% (0/0),0% (0/0),0% (0/0),"It is 12:30 PM on Sunday. You are biking at a park. You responded to (or clicked on) a notification 40 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",12,30,0,biking,park,40,Later,,
3ICOHX7ENCUVH9V04NLM9LTBRU4E0Z,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3HL8HNGX46K760H3PWTM8XBPPIQF9Y,02C6F9626F9630,Submitted,Fri Mar 02 22:25:01 PST 2018,Fri Mar 02 22:25:33 PST 2018,Sat Mar 03 22:25:33 PST 2018,,,,32,0% (0/0),0% (0/0),0% (0/0),"It is 9 AM on Thursday. You're sitting (or standing) at work. You responded to (or clicked on) a notification 55 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",9,0,4,stationary,work,55,Accept,,
3IJ95K7NDXVWMJJYBOD8K0A0C3UNG0,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3HMVI3QICKBVHMV3Q96HIC0MXHRY14,9C599A9299A9F8,Submitted,Fri Mar 02 22:25:15 PST 2018,Fri Mar 02 22:25:31 PST 2018,Sat Mar 03 22:25:31 PST 2018,,,,16,0% (0/0),0% (0/0),0% (0/0),"It is 1:45 PM on Tuesday. You are not moving (you could be sleeping or sitting some place). You are at a market. You responded to (or clicked on) a notification 2 hours and 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",13,45,2,walking,market,150,Later,,
3INZSNUD8098LX5D8OTVWECJUMX9DD,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3I3WADAZ9RNIBQSKL9ZVJBF1VNY5OJ,B656AEA26AEA68,Submitted,Fri Mar 02 22:26:38 PST 2018,Fri Mar 02 22:26:52 PST 2018,Sat Mar 03 22:26:52 PST 2018,,,,14,0% (0/0),0% (0/0),0% (0/0),"It is 12:15 PM on Tuesday. You are not moving (you could be sleeping or sitting some place). You are at a restaurant. You responded to (or clicked on) a notification 4 hours ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",12,15,2,walking,restaurant,240,Later,,
3IQ9O0AYW6I8DNUDY8ZNEBT8GY8ITO,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3IAEQB9FMF3LKCGFR18OYHGFB6UWDT,B656AEA26AEA68,Submitted,Fri Mar 02 22:25:05 PST 2018,Fri Mar 02 22:25:17 PST 2018,Sat Mar 03 22:25:17 PST 2018,,,,12,0% (0/0),0% (0/0),0% (0/0),"It is 8 AM on Sunday. You are walking around your work You responded to (or clicked on) a notification 3 hours and 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",8,0,0,walking,work,210,Later,,
3IVEC1GSLPI3ZE2AE70DK6PD1U6J1S,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:17 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:17 PST 2018,,,3IAS3U3I0GZ6TZKOZLSBFKCQ4EOB2K,B656AEA26AEA68,Submitted,Fri Mar 02 22:26:09 PST 2018,Fri Mar 02 22:26:23 PST 2018,Sat Mar 03 22:26:23 PST 2018,,,,14,0% (0/0),0% (0/0),0% (0/0),"It is 9:30 AM on Saturday. You are walking around your work You responded to (or clicked on) a notification 1 hour and 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",9,30,6,walking,work,90,Later,,
3J6BHNX0U9B1O5FH1FYNIS2TJKBKN0,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3IHR8NYAM8KI070LM4T03JED5WZ4PU,5573EB823EB847,Submitted,Fri Mar 02 22:23:45 PST 2018,Fri Mar 02 22:23:56 PST 2018,Sat Mar 03 22:23:56 PST 2018,,,,11,0% (0/0),0% (0/0),0% (0/0),"It is 7 PM on Sunday. You're sitting (or standing) at work. You responded to (or clicked on) a notification 35 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",19,0,0,stationary,work,35,Later,,
3J9UN9O9J3B3SPHSIOWD6163W20J0P,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3ITXP059PX25GHZYHSKY4Q87ADVJSF,4.9706E+13,Submitted,Fri Mar 02 22:28:41 PST 2018,Fri Mar 02 22:29:13 PST 2018,Sat Mar 03 22:29:13 PST 2018,,,,32,0% (0/0),0% (0/0),0% (0/0),"It is 2:30 PM on Thursday. You are not moving (you could be sleeping or sitting some place). You are at home. You responded to (or clicked on) a notification 55 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",14,30,4,walking,home,55,Accept,,
3JHB4BPSFKS2A69IDAZFWDJID1MQ9Z,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3JCG6DTRV49APOOYKEF26R5S6K2QQO,72AE87E2E87E9B,Submitted,Fri Mar 02 22:27:20 PST 2018,Fri Mar 02 22:27:40 PST 2018,Sat Mar 03 22:27:40 PST 2018,,,,20,0% (0/0),0% (0/0),0% (0/0),"It is 9:15 AM on Tuesday. You are walking around your work You responded to (or clicked on) a notification 25 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",9,15,2,walking,work,25,Later,,
3JMQI2OLFZOTAZ979YC0EF73ZBENDQ,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3JMSRU9HQJDDXTUAXMECIXFM49TVEB,72AE87E2E87E9B,Submitted,Fri Mar 02 22:24:55 PST 2018,Fri Mar 02 22:25:22 PST 2018,Sat Mar 03 22:25:22 PST 2018,,,,27,0% (0/0),0% (0/0),0% (0/0),"It is 8:30 PM on Friday. You are running at a park. You responded to (or clicked on) a notification 55 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",20,30,5,running,park,55,Later,,
3K3G488TR2RJ9J76AKMYKXEGR53Q58,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3JRJSWSMQI4TLKSRDC86Z2N3DP1E3Y,72AE87E2E87E9B,Submitted,Fri Mar 02 22:27:41 PST 2018,Fri Mar 02 22:27:50 PST 2018,Sat Mar 03 22:27:50 PST 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),"It is 12 PM on Saturday. You are walking at a park. You responded to (or clicked on) a notification 1 hour and 15 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",12,0,6,walking,park,75,Accept,,
3L1EFR8WWTO5JHJ9ZUOLKEF46ZD9FO,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3JZQSN0I3RTMLA4B32ZW0EXCTVLGFQ,9EF4D6D24D6DDD,Submitted,Fri Mar 02 22:25:35 PST 2018,Fri Mar 02 22:25:48 PST 2018,Sat Mar 03 22:25:48 PST 2018,,,,13,0% (0/0),0% (0/0),0% (0/0),"It is 6:45 PM on Friday. You are biking at a gym. You responded to (or clicked on) a notification 40 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",18,45,5,biking,gym,40,Later,,
3M0556243S3Q8JN3047Q2FAOBOUNF1,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3K772S5NP9U8FSZQSXX83WODWUJHE8,72AE87E2E87E9B,Submitted,Fri Mar 02 22:28:25 PST 2018,Fri Mar 02 22:28:40 PST 2018,Sat Mar 03 22:28:40 PST 2018,,,,15,0% (0/0),0% (0/0),0% (0/0),"It is 2:30 PM on Monday. You're sitting (or standing) at market. You responded to (or clicked on) a notification 1 hour and 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",14,30,1,stationary,market,105,Later,,
3M67TQBQQH7ANQ21OE2T6D4D9J09AB,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3KB8R4ZV1FQW8TSVY0D0HO6REXTGB8,1D71CFB21CFB3A,Submitted,Fri Mar 02 22:24:04 PST 2018,Fri Mar 02 22:24:22 PST 2018,Sat Mar 03 22:24:22 PST 2018,,,,18,0% (0/0),0% (0/0),0% (0/0),"It is 7:30 PM on Wednesday. You are walking around your work You responded to (or clicked on) a notification 3 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",19,30,3,walking,work,3,Dismiss,,
